"nr_chave_proc"
"TRT3_985_G1_00115713720195030084"
"TRT3_11886_G1_00103521120195030012"
"TRT3_985_G1_00105427120175030067"
"TRT3_1125_G1_00120115720175030131"
"TRT3_261_G1_00111855720175030090"
"TRT3_1125_G1_00100363720195030096"
"TRT3_1125_G1_00006735920115030111"
"TRT3_1125_G1_00100420320185030024"
"TRT3_1009_G1_00018118820145030068"
"TRT3_985_G1_00011962720135030103"
"TRT3_1125_G1_00011873120145030006"
"TRT3_11886_G1_00006189720155030037"
"TRT3_985_G1_00023131120135030020"
"TRT3_1009_G1_00021394920125030048"
"TRT3_994_G1_00107916320175030021"
"TRT3_1009_G1_00006034320145030012"
"TRT3_1009_G1_00010433220145030079"
"TRT3_985_G1_00010359720115030099"
"TRT3_1125_G1_00115325420175030005"
"TRT3_11886_G1_00019542420145030021"
"TRT3_1009_G1_00014705720145030005"
"TRT3_1009_G1_00003978920145030186"
"TRT3_985_G1_00101976420185030134"
"TRT3_1004_G1_00004741720155030137"
"TRT3_1004_G1_00389005320055030039"
"TRT3_1004_G1_00107844420165030106"
"TRT3_985_G1_00100337620155030111"
"TRT3_1009_G1_00015624920135030044"
"TRT3_1004_G1_00243006520065030112"
"TRT3_1009_G1_00001342720145030002"
"TRT3_1125_G1_00106087120165030007"
"TRT3_985_G1_00114866920175030036"
"TRT3_985_G1_00109723520195030008"
"TRT3_1125_G1_00103494620195030080"
"TRT3_11886_G1_00009784020145030078"
"TRT3_11886_G1_00005860920155030097"
"TRT3_994_G1_00102506720195030180"
"TRT3_1009_G1_00023155920145030112"
"TRT3_1125_G1_00100011920195030180"
"TRT3_985_G1_00102712620155030037"
"TRT3_1125_G1_00106954820185030042"
"TRT3_1689_G1_00024508720135030021"
"TRT3_985_G1_00114323920195030067"
"TRT3_985_G1_00103862820175030150"
"TRT3_985_G1_00007986020125030024"
"TRT3_1125_G1_00103496420165030108"
"TRT3_1009_G1_00002937620145030096"
"TRT3_1689_G1_00010754520145030044"
"TRT3_985_G1_00108988820155030147"
"TRT3_1009_G1_00010053620135030085"
"TRT3_985_G1_00104837320175030135"
"TRT3_1009_G1_00009014520135030020"
"TRT3_985_G1_00110527320195030048"
"TRT3_1125_G1_00108233720195030138"
"TRT3_1009_G1_00105426020175030006"
"TRT3_1009_G1_00015926020135030052"
"TRT3_985_G1_00107622620155030104"
"TRT3_985_G1_00106643620175030180"
"TRT3_1009_G1_00007921020145030048"
"TRT3_1125_G1_00102506320175030107"
"TRT3_32_G1_00009427620145030052"
"TRT3_1009_G1_00010908420135030129"
"TRT3_1125_G1_00103227520195030173"
"TRT3_1009_G1_00004636620155030014"
"TRT3_1125_G1_00112247520165030062"
"TRT3_1689_G1_00011503520105030138"
"TRT3_1125_G1_00103749320155030017"
"TRT3_1125_G1_00101166120185030152"
"TRT3_11886_G1_00002994120145030110"
"TRT3_1009_G1_00014042920135030097"
"TRT3_985_G1_00110479420165030003"
"TRT3_1009_G1_00002112220155030157"
"TRT3_1125_G1_00111443720145030077"
"TRT3_261_G1_00113804720165030035"
"TRT3_985_G1_00113352120185030052"
"TRT3_994_G1_00117924620175030001"
"TRT3_1125_G1_00115206520195030071"
"TRT3_1009_G1_00116409020165030014"
"TRT3_985_G1_00009601820145030046"
"TRT3_985_G1_00105763220165030180"
"TRT3_1125_G1_00103242320175030009"
"TRT3_985_G1_00020377120135030022"
"TRT3_1009_G1_00019464320145030184"
"TRT3_985_G1_00107845120165030136"
"TRT3_985_G1_00107643720175030003"
"TRT3_994_G1_00101452520195030137"
"TRT3_985_G1_00117967520145030167"
"TRT3_1009_G1_00022200420145030185"
"TRT3_985_G1_00008291420135030067"
"TRT3_1689_G1_00024019720135030004"
"TRT3_11886_G1_00106301620155030153"
"TRT3_985_G1_00007254020145030082"
"TRT3_1004_G1_00004842120155030021"
"TRT3_1125_G1_00106263820185030067"
"TRT3_261_G1_00101267220175030142"
"TRT3_11886_G1_00021021720135030006"
"TRT3_1689_G1_00020311520135030006"
"TRT3_985_G1_00004783920145030024"
"TRT3_985_G1_00012083720105030106"
"TRT3_985_G1_00109365520175030010"
"TRT3_261_G1_00103189320165030027"
"TRT3_11886_G1_00015282320145030179"
"TRT3_156_G1_00114654420175030020"
"TRT3_1004_G1_00014511120125030138"
"TRT3_261_G1_00100585020165030048"
"TRT3_1009_G1_00019354020135030025"
"TRT3_1689_G1_00005988720145030184"
"TRT3_985_G1_00106380920165030104"
"TRT3_1125_G1_00010379520135030067"
"TRT3_11886_G1_00010675220145030114"
"TRT3_985_G1_00110574620165030066"
"TRT3_985_G1_00109611220155030019"
"TRT3_11886_G1_00002837820145030113"
"TRT3_1009_G1_00017397420135030153"
"TRT3_1125_G1_00008662220125030020"
"TRT3_985_G1_00109153720175030024"
"TRT3_1125_G1_00116918920175030039"
"TRT3_1125_G1_00023790920135030014"
"TRT3_1009_G1_00006078420105030153"
"TRT3_985_G1_00107857120165030092"
"TRT3_1009_G1_00006051920145030107"
"TRT3_985_G1_00116849320165030084"
"TRT3_1009_G1_00011673420145030008"
"TRT3_1125_G1_00113222820195030071"
"TRT3_985_G1_00112793320185030037"
"TRT3_1009_G1_00009199820125030150"
"TRT3_1125_G1_00105179120165030132"
"TRT3_261_G1_00113032120175030094"
"TRT3_261_G1_00101903220195030039"
"TRT3_1125_G1_00023912320135030014"
"TRT3_985_G1_00013293320145030136"
"TRT3_1004_G1_00010136720135030067"
"TRT3_1009_G1_00027006220135030105"
"TRT3_1125_G1_00105681320195030160"
"TRT3_1004_G1_00020319120135030110"
"TRT3_985_G1_00110947720165030097"
"TRT3_1009_G1_00008977620145030180"
"TRT3_1009_G1_00003173920135030129"
"TRT3_1125_G1_00109703720195030179"
"TRT3_1125_G1_00105460520195030014"
"TRT3_1009_G1_00001799220145030014"
"TRT3_994_G1_00121221420175030043"
"TRT3_1125_G1_00103972520185030020"
"TRT3_1689_G1_00006103520115030046"
"TRT3_156_G1_00103956620185030081"
"TRT3_1009_G1_00022979020135030009"
"TRT3_11886_G1_00012079020145030145"
"TRT3_985_G1_00102897220175030006"
"TRT3_1689_G1_00007212520145030010"
"TRT3_1125_G1_00117326720175030100"
"TRT3_994_G1_00106806720175030025"
"TRT3_1009_G1_00009905720145030174"
"TRT3_985_G1_00114472420175030149"
"TRT3_994_G1_00105724520185030173"
"TRT3_11886_G1_00021378520135030067"
"TRT3_1009_G1_00022253420125030108"
"TRT3_985_G1_00108278820175030059"
"TRT3_985_G1_00103912220155030085"
"TRT3_1009_G1_00015082620145030181"
"TRT3_1125_G1_00108167520185030010"
"TRT3_1009_G1_00013258120145030140"
"TRT3_985_G1_00112837220155030038"
"TRT3_1125_G1_00117262220175030145"
"TRT3_1125_G1_00103292420195030058"
"TRT3_1125_G1_00110738920165030004"
"TRT3_156_G1_00101275720205030108"
"TRT3_1009_G1_00004010320135030109"
"TRT3_1004_G1_00938007820085030136"
"TRT3_1125_G1_00003999620145030012"
"TRT3_1689_G1_00017518020145030015"
"TRT3_11886_G1_00009074820145030107"
"TRT3_1125_G1_00110558820155030138"
"TRT3_1125_G1_00110398720165030013"
"TRT3_1009_G1_00026841120135030008"
"TRT3_985_G1_00113688920165030081"
"TRT3_1009_G1_00011193020135030099"
"TRT3_985_G1_00114389720165030084"
"TRT3_1009_G1_00110302220145030167"
"TRT3_1125_G1_00100409820195030185"
"TRT3_1125_G1_00101982920155030110"
"TRT3_1125_G1_00115303020165030002"
"TRT3_985_G1_00014881020125030018"
"TRT3_1009_G1_00106301820195030010"
"TRT3_1009_G1_00110237120185030108"
"TRT3_1009_G1_00009371720145030129"
"TRT3_1004_G1_03114002220095030063"
"TRT3_1009_G1_00011908420145030135"
"TRT3_985_G1_00105927820175030138"
"TRT3_985_G1_00116292320165030059"
"TRT3_985_G1_00105391320145030103"
"TRT3_1009_G1_00004216020145030011"
"TRT3_11886_G1_00018792420145030105"
"TRT3_1689_G1_00442003820095030012"
"TRT3_985_G1_00113673020155030020"
"TRT3_1125_G1_00101381720205030131"
"TRT3_985_G1_00116851020165030139"
"TRT3_1689_G1_00016007620135030136"
"TRT3_985_G1_00102481020145030104"
"TRT3_1009_G1_00006198620145030047"
"TRT3_261_G1_00109528420175030179"
"TRT3_985_G1_00106917220175030033"
"TRT3_261_G1_00109950220195030001"
"TRT3_1004_G1_00014115920115030010"
"TRT3_1125_G1_00112914720175030016"
"TRT3_1125_G1_00106894620185030105"
"TRT3_1009_G1_00024360320125030001"
"TRT3_11886_G1_00004036920145030098"
"TRT3_1689_G1_00020615620145030025"
"TRT3_11886_G1_00013377620145030017"
"TRT3_1125_G1_00009849120135030010"
"TRT3_1009_G1_00104895020195030090"
"TRT3_985_G1_00104852420175030109"
"TRT3_1125_G1_00104066420205030101"
"TRT3_1004_G1_00000116920115030152"
"TRT3_1009_G1_00005473920115030004"
"TRT3_985_G1_00103016720175030174"
"TRT3_1004_G1_00022481320135030021"
"TRT3_1689_G1_00000504020165030007"
"TRT3_1009_G1_00021475720145030015"
"TRT3_985_G1_00113230720195030073"
"TRT3_1689_G1_00023700320125030137"
"TRT3_11886_G1_00021054720145030002"
"TRT3_985_G1_00114087620175030068"
"TRT3_1009_G1_00020205920135030111"
"TRT3_1009_G1_00023401220135030014"
"TRT3_1125_G1_00102234520155030109"
"TRT3_985_G1_00100409820175030046"
"TRT3_985_G1_00110688720175030083"
"TRT3_1009_G1_00015586820145030111"
"TRT3_1009_G1_00005638520125030059"
"TRT3_1125_G1_00007384020145030114"
"TRT3_985_G1_00109510320185030135"
"TRT3_11886_G1_00005136020155030057"
"TRT3_1125_G1_00000407020125030060"
"TRT3_1125_G1_00111906520155030182"
"TRT3_985_G1_00100230820155030022"
"TRT3_985_G1_00019000320145030007"
"TRT3_1689_G1_00018510620145030057"
"TRT3_1009_G1_00008106420135030016"
"TRT3_1125_G1_00111900920155030136"
"TRT3_1125_G1_00100935520195030096"
"TRT3_11886_G1_00006269520145030106"
"TRT3_994_G1_00111072420175030103"
"TRT3_1009_G1_00001496220155030001"
"TRT3_1009_G1_00114319320165030185"
"TRT3_1009_G1_00023355020145030112"
"TRT3_1689_G1_00026449320135030019"
"TRT3_985_G1_00012173720125030103"
"TRT3_11886_G1_00003508220145030003"
"TRT3_1004_G1_00014890820135030067"
"TRT3_1009_G1_00014731020135030114"
"TRT3_1125_G1_00128232420145030093"
"TRT3_1002_G1_00007306820115030114"
"TRT3_1009_G1_00016321720125030104"
"TRT3_11886_G1_00003623320145030024"
"TRT3_985_G1_00113803920175030091"
"TRT3_1125_G1_00111632720185030134"
"TRT3_985_G1_00108935820195030072"
"TRT3_1009_G1_00008711420145030072"
"TRT3_985_G1_00109145020165030036"
"TRT3_1004_G1_00000233320165030015"
"TRT3_1009_G1_00018051120145030059"
"TRT3_1009_G1_00012599420145030110"
"TRT3_1004_G1_00060000620085030138"
"TRT3_985_G1_00110370720175030103"
"TRT3_11886_G1_00007846020145030136"
"TRT3_1004_G1_00001290420155030185"
"TRT3_1709_G1_00018392620135030057"
"TRT3_11886_G1_00003342020145030136"
"TRT3_1689_G1_00019548020145030067"
"TRT3_985_G1_00024060520135030139"
"TRT3_985_G1_00107002820195030174"
"TRT3_1009_G1_00013792620125030008"
"TRT3_1689_G1_00013436020145030057"
"TRT3_1125_G1_00111761720175030019"
"TRT3_1125_G1_00107883420195030023"
"TRT3_1125_G1_00105403820185030109"
"TRT3_985_G1_00105854320175030023"
"TRT3_985_G1_00121723720175030044"
"TRT3_985_G1_00111347720175030112"
"TRT3_985_G1_00018492320135030105"
"TRT3_11886_G1_00001724220145030001"
"TRT3_1009_G1_00014480420135030047"
"TRT3_1125_G1_00019600720135030008"
"TRT3_1125_G1_00113370220165030071"
"TRT3_261_G1_00102546320165030066"
"TRT3_1009_G1_00015642720135030106"
"TRT3_1125_G1_00113357820175030109"
"TRT3_1009_G1_00112065620145030084"
"TRT3_1009_G1_00026158020135030136"
"TRT3_985_G1_00105238020155030020"
"TRT3_1009_G1_00026293620135030113"
"TRT3_1009_G1_00011567820145030113"
"TRT3_994_G1_00109277820195030057"
"TRT3_985_G1_00115476420195030098"
"TRT3_1125_G1_00016582020145030112"
"TRT3_1009_G1_00018753120135030037"
"TRT3_1009_G1_00009386420145030173"
"TRT3_985_G1_00112676920165030140"
"TRT3_1125_G1_00103722220165030007"
"TRT3_1009_G1_00001436320155030160"
"TRT3_985_G1_00107532020175030096"
"TRT3_985_G1_00111371420155030173"
"TRT3_1125_G1_00109409820165030084"
"TRT3_1004_G1_00007995920135030008"
"TRT3_1004_G1_00023542320135030005"
"TRT3_1009_G1_00007901320145030057"
"TRT3_1125_G1_00020128820135030012"
"TRT3_1009_G1_00021877120135030048"
"TRT3_985_G1_00009893420145030025"
"TRT3_1125_G1_00107008120135030095"
"TRT3_1126_G1_00104132720155030135"
"TRT3_1009_G1_00018617220125030137"
"TRT3_985_G1_00017251620105030050"
"TRT3_1009_G1_00002799120155030182"
"TRT3_1125_G1_00106248220195030051"
"TRT3_1009_G1_00015489220125030111"
"TRT3_1689_G1_00011521520125030015"
"TRT3_985_G1_00015078420135030081"
"TRT3_1689_G1_00003829220155030184"
"TRT3_45_G1_00185009120085030110"
"TRT3_1125_G1_00115341020195030084"
"TRT3_1009_G1_00016361220135030139"
"TRT3_1125_G1_00105565820195030011"
"TRT3_985_G1_00100088220165030158"
"TRT3_1125_G1_00105477420175030138"
"TRT3_261_G1_00104816720185030168"
"TRT3_985_G1_00111982120175030134"
"TRT3_1004_G1_00011608820135030101"
"TRT3_1009_G1_00001302520155030076"
"TRT3_985_G1_00019689820135030067"
"TRT3_985_G1_00019415820145030107"
"TRT3_1009_G1_00021424620145030173"
"TRT3_11886_G1_00015030420145030181"
"TRT3_156_G1_00114057120175030020"
"TRT3_1009_G1_00001279720155030067"
"TRT3_1004_G1_00001666520145030185"
"TRT3_1125_G1_00102879420205030104"
"TRT3_1689_G1_00003627920145030138"
"TRT3_1125_G1_00105853720185030046"
"TRT3_11886_G1_00021085720145030113"
"TRT3_1004_G1_00000351720135030059"
"TRT3_32_G1_00102222920175030032"
"TRT3_985_G1_00111993020185030147"
"TRT3_1125_G1_00113161520195030073"
"TRT3_985_G1_00106540420175030079"
"TRT3_985_G1_00107443220165030019"
"TRT3_985_G1_00102983120165030180"
"TRT3_1009_G1_00020922320115030109"
"TRT3_1009_G1_00014134520135030079"
"TRT3_1125_G1_00102939720165030183"
"TRT3_1009_G1_00024338120135030011"
"TRT3_985_G1_00018244020105030129"
"TRT3_1125_G1_00116719520175030137"
"TRT3_1009_G1_00008481620135030036"
"TRT3_985_G1_00100977520165030071"
"TRT3_1009_G1_00012347920125030004"
"TRT3_1009_G1_00008771320145030010"
"TRT3_1009_G1_00007060220155030146"
"TRT3_1125_G1_00103467920185030160"
"TRT3_1009_G1_00003176420155030001"
"TRT3_1009_G1_00006594820145030183"
"TRT3_985_G1_00114467120175030009"
"TRT3_985_G1_00012633720105030025"
"TRT3_985_G1_00108727820175030096"
"TRT3_985_G1_00116526120175030114"
"TRT3_63_G1_00111224920185030073"
"TRT3_1009_G1_00022023920135030113"
"TRT3_1125_G1_00111634820195030148"
"TRT3_985_G1_00106759020145030044"
"TRT3_1009_G1_00014913420145030134"
"TRT3_1689_G1_00018844420145030138"
"TRT3_985_G1_00105881420155030105"
"TRT3_1004_G1_00017503120115030038"
"TRT3_11886_G1_00019560920145030113"
"TRT3_261_G1_00100276920175030153"
"TRT3_1689_G1_01749002020055030020"
"TRT3_11886_G1_00009393820145030015"
"TRT3_1004_G1_00015247920145030148"
"TRT3_193_G1_00100794620195030169"
"TRT3_1009_G1_00018603120145030036"
"TRT3_1689_G1_00014236620145030043"
"TRT3_261_G1_00103786720165030156"
"TRT3_1009_G1_00019658220145030173"
"TRT3_1125_G1_00107242520175030110"
"TRT3_1689_G1_00004850520125030023"
"TRT3_1009_G1_00010152920135030005"
"TRT3_985_G1_00122222820165030067"
"TRT3_985_G1_00020175920145030050"
"TRT3_994_G1_00108148220175030029"
"TRT3_985_G1_00114204720155030008"
"TRT3_1009_G1_00020627820135030024"
"TRT3_1125_G1_00105079520185030158"
"TRT3_1125_G1_00104341720155030001"
"TRT3_1125_G1_00114361520165030186"
"TRT3_1689_G1_00020496620145030017"
"TRT3_32_G1_00002341220155030013"
"TRT3_985_G1_00020088020145030185"
"TRT3_1009_G1_00012141820145030037"
"TRT3_1009_G1_00014158720115030013"
"TRT3_1125_G1_00102862120155030093"
"TRT3_1009_G1_00006312020145030009"
"TRT3_1125_G1_00111028120155030067"
"TRT3_985_G1_00108960420165030012"
"TRT3_1004_G1_00003685820145030018"
"TRT3_1125_G1_00107771820165030182"
"TRT3_985_G1_00014161120115030098"
"TRT3_985_G1_00013983720125030071"
"TRT3_1009_G1_00012192120145030108"
"TRT3_1125_G1_00102036320155030009"
"TRT3_1125_G1_00009272620115030016"
"TRT3_985_G1_00117152620175030134"
"TRT3_261_G1_00108618220165030064"
"TRT3_994_G1_00103404620165030062"
"TRT3_1004_G1_00022924120135030018"
"TRT3_985_G1_00105857320185030034"
"TRT3_985_G1_00102463820175030006"
"TRT3_985_G1_00101105220155030025"
"TRT3_985_G1_00008377820145030059"
"TRT3_985_G1_00115131320155030104"
"TRT3_11886_G1_00106331620185030007"
"TRT3_1009_G1_00022058120145030105"
"TRT3_11886_G1_00010521020145030106"
"TRT3_1009_G1_00010284320135030097"
"TRT3_1009_G1_00017299420135030067"
"TRT3_985_G1_00109334420165030137"
"TRT3_1689_G1_00016925520135030071"
"TRT3_1009_G1_00103538220155030061"
"TRT3_994_G1_00108641120195030071"
"TRT3_1125_G1_00116203520165030003"
"TRT3_985_G1_00103298220165030105"
"TRT3_985_G1_00109310320165030096"
"TRT3_1009_G1_00008537220145030078"
"TRT3_985_G1_00113237620145030042"
"TRT3_985_G1_00018886620135030025"
"TRT3_1125_G1_00101744520155030160"
"TRT3_1009_G1_00106949320175030011"
"TRT3_261_G1_00107543820155030043"
"TRT3_1004_G1_01119008720075030113"
"TRT3_1009_G1_00025532320145030098"
"TRT3_985_G1_00002408020155030025"
"TRT3_1004_G1_00000059220175030074"
"TRT3_994_G1_00110060520165030173"
"TRT3_1125_G1_00109102120175030022"
"TRT3_985_G1_00122233020145030084"
"TRT3_985_G1_00004742720145030145"
"TRT3_985_G1_00112043220165030047"
"TRT3_985_G1_00110886120165030100"
"TRT3_261_G1_00114707020165030030"
"TRT3_985_G1_00113950820175030091"
"TRT3_1009_G1_00015218920105030108"
"TRT3_985_G1_00009720320135030067"
"TRT3_1009_G1_00008272820155030082"
"TRT3_1002_G1_00011424820105030109"
"TRT3_1689_G1_00004548820115030000"
"TRT3_985_G1_00106916320135030049"
"TRT3_1009_G1_00016568520135030047"
"TRT3_32_G1_00120723120145030095"
"TRT3_1125_G1_00101374720185030181"
"TRT3_32_G1_00121082820155030131"
"TRT3_1009_G1_00012945820125030099"
"TRT3_1009_G1_00006786320145030083"
"TRT3_11886_G1_00021859420135030018"
"TRT3_985_G1_00025152820135030136"
"TRT3_1125_G1_00002920820155030080"
"TRT3_1004_G1_00000504020165030007"
"TRT3_1009_G1_00001654420115030134"
"TRT3_1125_G1_00107441220155030134"
"TRT3_11886_G1_00022462520145030145"
"TRT3_985_G1_00106013920175030009"
"TRT3_1125_G1_00109818420185030152"
"TRT3_1125_G1_00107403920145030027"
"TRT3_985_G1_00107385220155030086"
"TRT3_1009_G1_00000108020145030184"
"TRT3_1125_G1_00012193820125030028"
"TRT3_985_G1_00100352320175030096"
"TRT3_1009_G1_00019536220135030057"
"TRT3_1009_G1_00011625220135030103"
"TRT3_1009_G1_00000065220145030181"
"TRT3_1009_G1_00017871920145030017"
"TRT3_1009_G1_00023330520135030019"
"TRT3_1689_G1_00013751220115030044"
"TRT3_261_G1_00122909420165030093"
"TRT3_985_G1_00100098520175030076"
"TRT3_1004_G1_00005507520115030074"
"TRT3_985_G1_01786006920035030021"
"TRT3_985_G1_00011518720135030114"
"TRT3_985_G1_00109047020175030068"
"TRT3_1125_G1_00109936520195030087"
"TRT3_261_G1_00100986020175030092"
"TRT3_1125_G1_00106766920165030185"
"TRT3_1009_G1_00012285120135030129"
"TRT3_1009_G1_00005587920135030107"
"TRT3_1009_G1_00021052420135030021"
"TRT3_1125_G1_00110293320175030005"
"TRT3_1125_G1_00108209820165030102"
"TRT3_261_G1_00112460420195030168"
"TRT3_1009_G1_00010844920135030106"
"TRT3_1689_G1_00014554220145030182"
"TRT3_11886_G1_00009058020145030074"
"TRT3_985_G1_00116064520165030005"
"TRT3_985_G1_00107514220155030186"
"TRT3_985_G1_00109525320155030018"
"TRT3_985_G1_00105357220165030113"
"TRT3_1689_G1_00015026220145030005"
"TRT3_1009_G1_00017409320145030001"
"TRT3_1125_G1_00102835920165030084"
"TRT3_1009_G1_00003521320155030037"
"TRT3_1125_G1_00118418220165030014"
"TRT3_1009_G1_00114085420175030043"
"TRT3_985_G1_00111287720155030003"
"TRT3_261_G1_00100969120185030145"
"TRT3_1125_G1_00100931420185030024"
"TRT3_1125_G1_00105912720155030021"
"TRT3_1009_G1_00008774720135030010"
"TRT3_1125_G1_00002373420155030023"
"TRT3_11886_G1_00004111720145030140"
"TRT3_1125_G1_00112061320165030108"
"TRT3_1009_G1_00121101420175030103"
"TRT3_1689_G1_00003038820135030021"
"TRT3_985_G1_00119372820165030037"
"TRT3_985_G1_00108003620155030040"
"TRT3_261_G1_00101005820195030157"
"TRT3_1125_G1_00111762220185030103"
"TRT3_985_G1_00114888620155030043"
"TRT3_985_G1_00023566320135030111"
"TRT3_11886_G1_00003653420145030138"
"TRT3_985_G1_00105492720155030134"
"TRT3_1009_G1_00015176920155030078"
"TRT3_985_G1_00107176020195030143"
"TRT3_1009_G1_00020145720145030001"
"TRT3_1125_G1_00111613620185030044"
"TRT3_1009_G1_00010063320145030005"
"TRT3_1689_G1_00002855920155030098"
"TRT3_985_G1_00111550820185030148"
"TRT3_1125_G1_00100748220205030106"
"TRT3_1009_G1_00001929320155030099"
"TRT3_1125_G1_00111222820175030059"
"TRT3_1009_G1_00009033320125030090"
"TRT3_1004_G1_00024021320145030048"
"TRT3_1004_G1_00000218520165030137"
"TRT3_1125_G1_00108447920185030095"
"TRT3_261_G1_00101415220205030072"
"TRT3_11886_G1_00000083320145030145"
"TRT3_1125_G1_00115341220175030009"
"TRT3_1009_G1_00026188020135030024"
"TRT3_1125_G1_00003042620155030014"
"TRT3_985_G1_00105150820165030008"
"TRT3_985_G1_00103907220175030180"
"TRT3_1125_G1_00107893020195030181"
"TRT3_994_G1_00005001820155030136"
"TRT3_1009_G1_00012382720145030011"
"TRT3_1125_G1_00125236220145030093"
"TRT3_1009_G1_00006457720145030114"
"TRT3_994_G1_00110748820175030182"
"TRT3_1125_G1_00113243020175030180"
"TRT3_1689_G1_00004617820155030020"
"TRT3_985_G1_00115272220175030073"
"TRT3_1125_G1_00106677420165030002"
"TRT3_1009_G1_00020329620125030050"
"TRT3_1125_G1_00109062720155030095"
"TRT3_1009_G1_00022273020145030012"
"TRT3_1009_G1_00012909020135030097"
"TRT3_1125_G1_00893007820095030153"
"TRT3_1125_G1_00101655820185030005"
"TRT3_985_G1_00006822320145030044"
"TRT3_261_G1_00104738520165030063"
"TRT3_985_G1_00115304620145030084"
"TRT3_261_G1_00104527220195030009"
"TRT3_11886_G1_00009270620145030021"
"TRT3_1125_G1_00171001420065030045"
"TRT3_985_G1_00101747720165030041"
"TRT3_11886_G1_00020269820145030186"
"TRT3_1009_G1_00017931820145030052"
"TRT3_261_G1_00100091020195030046"
"TRT3_1004_G1_00015240620145030043"
"TRT3_11886_G1_00002188020145030017"
"TRT3_1125_G1_00101258220195030024"
"TRT3_985_G1_00003316520145030136"
"TRT3_1004_G1_00108244120165030004"
"TRT3_1004_G1_00105401820155030085"
"TRT3_1003_G1_00113056520165030016"
"TRT3_1125_G1_00101885520205030030"
"TRT3_1009_G1_00014093820145030090"
"TRT3_1004_G1_00003099420115030044"
"TRT3_985_G1_00014288020145030078"
"TRT3_1009_G1_00000528220145030038"
"TRT3_63_G1_00115591520185030098"
